,day,day_str,hour,hour_str,is_eight,is_eighteen,is_nine,is_seventeen,minute,minute_str,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,volume0,volume1,volume2,volume3,volume4,volume5,week,week_str,weekend,y,volume5_0,volume5_1,volume5_2,volume5_3
528,3,3D,10,10H,0,0,0,0,20,20M,8.0,10.0,6.0,0.0,0.0,0.0,8.0,8.0,6.0,0.0,0.0,0.0,0,0W,0,0.0,8.0,75.0,21.0,81.0
529,3,3D,10,10H,0,0,0,0,40,40M,10.0,6.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0,0W,0,0.0,0.0,80.0,19.0,78.0
530,3,3D,11,11H,0,0,0,0,0,0M,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0W,0,0.0,0.0,73.0,12.0,57.0
531,3,3D,11,11H,0,0,0,0,20,20M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0W,0,7.0,10.0,77.0,13.0,58.0
532,3,3D,11,11H,0,0,0,0,40,40M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0W,0,6.0,4.0,84.0,16.0,65.0
533,3,3D,12,12H,0,0,0,0,0,0M,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0W,0,5.0,12.0,58.0,13.0,47.0
534,3,3D,12,12H,0,0,0,0,20,20M,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,7.0,6.0,0,0W,0,7.0,7.0,70.0,9.0,62.0
535,3,3D,12,12H,0,0,0,0,40,40M,0.0,0.0,0.0,7.0,6.0,5.0,0.0,0.0,0.0,7.0,6.0,5.0,0,0W,0,6.0,9.0,69.0,18.0,63.0
536,3,3D,13,13H,0,0,0,0,0,0M,0.0,0.0,7.0,6.0,5.0,7.0,0.0,0.0,7.0,6.0,5.0,7.0,0,0W,0,7.0,3.0,100.0,10.0,71.0
537,3,3D,13,13H,0,0,0,0,20,20M,0.0,7.0,6.0,5.0,7.0,6.0,0.0,7.0,6.0,5.0,7.0,6.0,0,0W,0,12.0,4.0,117.0,15.0,72.0
538,3,3D,13,13H,0,0,0,0,40,40M,7.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,5.0,7.0,6.0,7.0,0,0W,0,10.0,12.0,109.0,18.0,61.0
539,3,3D,14,14H,0,0,0,0,0,0M,6.0,5.0,7.0,6.0,7.0,18.0,6.0,5.0,7.0,6.0,7.0,12.0,0,0W,0,8.0,9.0,106.0,15.0,51.0
540,3,3D,14,14H,0,0,0,0,20,20M,5.0,7.0,6.0,7.0,18.0,12.0,5.0,7.0,6.0,7.0,12.0,10.0,0,0W,0,10.0,6.0,123.0,15.0,64.0
541,3,3D,14,14H,0,0,0,0,40,40M,7.0,6.0,7.0,18.0,12.0,11.0,7.0,6.0,7.0,12.0,10.0,8.0,0,0W,0,13.0,5.0,109.0,12.0,52.0
542,3,3D,15,15H,0,0,0,0,0,0M,6.0,7.0,18.0,12.0,11.0,13.0,6.0,7.0,12.0,10.0,8.0,10.0,0,0W,0,5.0,3.0,111.0,16.0,90.0
543,3,3D,15,15H,0,0,0,0,20,20M,7.0,18.0,12.0,11.0,13.0,13.0,7.0,12.0,10.0,8.0,10.0,13.0,0,0W,0,8.0,9.0,69.0,7.0,77.0
544,3,3D,15,15H,0,0,0,0,40,40M,18.0,12.0,11.0,13.0,13.0,5.0,12.0,10.0,8.0,10.0,13.0,5.0,0,0W,0,5.0,8.0,138.0,11.0,76.0
545,3,3D,16,16H,0,0,0,0,0,0M,12.0,11.0,13.0,13.0,5.0,8.0,10.0,8.0,10.0,13.0,5.0,8.0,0,0W,0,4.0,6.0,133.0,15.0,71.0
546,3,3D,16,16H,0,0,0,0,20,20M,11.0,13.0,13.0,5.0,8.0,6.0,8.0,10.0,13.0,5.0,8.0,5.0,0,0W,0,3.0,12.0,135.0,10.0,72.0
547,3,3D,16,16H,0,0,0,0,40,40M,13.0,13.0,5.0,8.0,6.0,7.0,10.0,13.0,5.0,8.0,5.0,4.0,0,0W,0,8.0,13.0,129.0,18.0,64.0
548,3,3D,17,17H,0,0,0,1,0,0M,13.0,5.0,8.0,6.0,7.0,3.0,13.0,5.0,8.0,5.0,4.0,3.0,0,0W,0,5.0,8.0,148.0,29.0,75.0
549,3,3D,17,17H,0,0,0,1,20,20M,5.0,8.0,6.0,7.0,3.0,11.0,5.0,8.0,5.0,4.0,3.0,8.0,0,0W,0,7.0,8.0,143.0,76.0,73.0
550,3,3D,17,17H,0,0,0,1,40,40M,8.0,6.0,7.0,3.0,11.0,5.0,8.0,5.0,4.0,3.0,8.0,5.0,0,0W,0,5.0,11.0,131.0,56.0,71.0
551,3,3D,18,18H,0,1,0,0,0,0M,6.0,7.0,3.0,11.0,5.0,7.0,5.0,4.0,3.0,8.0,5.0,7.0,0,0W,0,3.0,10.0,133.0,79.0,67.0
552,3,3D,18,18H,0,1,0,0,20,20M,7.0,3.0,11.0,5.0,7.0,5.0,4.0,3.0,8.0,5.0,7.0,5.0,0,0W,0,9.0,4.0,52.0,69.0,63.0
553,3,3D,18,18H,0,1,0,0,40,40M,3.0,11.0,5.0,7.0,5.0,3.0,3.0,8.0,5.0,7.0,5.0,3.0,0,0W,0,4.0,2.0,25.0,43.0,63.0
554,3,3D,19,19H,0,0,0,0,0,0M,11.0,5.0,7.0,5.0,3.0,9.0,8.0,5.0,7.0,5.0,3.0,9.0,0,0W,0,4.0,3.0,32.0,54.0,52.0
555,3,3D,19,19H,0,0,0,0,20,20M,5.0,7.0,5.0,3.0,9.0,4.0,5.0,7.0,5.0,3.0,9.0,4.0,0,0W,0,2.0,2.0,27.0,52.0,48.0
556,3,3D,19,19H,0,0,0,0,40,40M,7.0,5.0,3.0,9.0,4.0,4.0,7.0,5.0,3.0,9.0,4.0,4.0,0,0W,0,3.0,2.0,20.0,42.0,35.0
557,3,3D,20,20H,0,0,0,0,0,0M,5.0,3.0,9.0,4.0,4.0,2.0,5.0,3.0,9.0,4.0,4.0,2.0,0,0W,0,5.0,7.0,23.0,54.0,37.0
558,3,3D,20,20H,0,0,0,0,20,20M,3.0,9.0,4.0,4.0,2.0,3.0,3.0,9.0,4.0,4.0,2.0,3.0,0,0W,0,6.0,5.0,21.0,48.0,32.0
559,3,3D,20,20H,0,0,0,0,40,40M,9.0,4.0,4.0,2.0,3.0,5.0,9.0,4.0,4.0,2.0,3.0,5.0,0,0W,0,3.0,4.0,17.0,48.0,35.0
560,3,3D,21,21H,0,0,0,0,0,0M,4.0,4.0,2.0,3.0,5.0,6.0,4.0,4.0,2.0,3.0,5.0,6.0,0,0W,0,2.0,7.0,15.0,42.0,35.0
561,3,3D,21,21H,0,0,0,0,20,20M,4.0,2.0,3.0,5.0,6.0,3.0,4.0,2.0,3.0,5.0,6.0,3.0,0,0W,0,4.0,1.0,16.0,29.0,44.0
562,3,3D,21,21H,0,0,0,0,40,40M,2.0,3.0,5.0,6.0,3.0,2.0,2.0,3.0,5.0,6.0,3.0,2.0,0,0W,0,0.0,1.0,14.0,31.0,28.0
563,3,3D,22,22H,0,0,0,0,0,0M,3.0,5.0,6.0,3.0,2.0,4.0,3.0,5.0,6.0,3.0,2.0,4.0,0,0W,0,1.0,1.0,13.0,35.0,26.0
564,3,3D,22,22H,0,0,0,0,20,20M,5.0,6.0,3.0,2.0,4.0,0.0,5.0,6.0,3.0,2.0,4.0,0.0,0,0W,0,0.0,1.0,11.0,19.0,23.0
565,3,3D,22,22H,0,0,0,0,40,40M,6.0,3.0,2.0,4.0,0.0,1.0,6.0,3.0,2.0,4.0,0.0,1.0,0,0W,0,0.0,1.0,10.0,18.0,27.0
566,3,3D,23,23H,0,0,0,0,0,0M,3.0,2.0,4.0,0.0,1.0,0.0,3.0,2.0,4.0,0.0,1.0,0.0,0,0W,0,1.0,1.0,9.0,12.0,18.0
567,3,3D,23,23H,0,0,0,0,20,20M,2.0,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0,0W,0,2.0,0.0,9.0,14.0,17.0
568,3,3D,23,23H,0,0,0,0,40,40M,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0,0W,0,1.0,0.0,11.0,6.0,11.0
569,4,4D,0,0H,0,0,0,0,0,0M,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1,1W,0,1.0,0.0,7.0,1.0,1.0
570,4,4D,0,0H,0,0,0,0,20,20M,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1,1W,0,0.0,0.0,13.0,2.0,12.0
571,4,4D,0,0H,0,0,0,0,40,40M,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1,1W,0,0.0,0.0,1.0,1.0,1.0
572,4,4D,1,1H,0,0,0,0,0,0M,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1,1W,0,0.0,1.0,4.0,4.0,1.0
573,4,4D,1,1H,0,0,0,0,20,20M,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1,1W,0,0.0,0.0,4.0,0.0,1.0
574,4,4D,1,1H,0,0,0,0,40,40M,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1,1W,0,1.0,0.0,0.0,0.0,1.0
575,4,4D,2,2H,0,0,0,0,0,0M,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1W,0,0.0,0.0,2.0,0.0,1.0
576,4,4D,2,2H,0,0,0,0,20,20M,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1W,0,0.0,0.0,1.0,0.0,3.0
577,4,4D,2,2H,0,0,0,0,40,40M,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1W,0,0.0,0.0,0.0,0.0,0.0
578,4,4D,3,3H,0,0,0,0,0,0M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1W,0,0.0,0.0,0.0,0.0,0.0
579,4,4D,3,3H,0,0,0,0,20,20M,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1W,0,0.0,0.0,1.0,0.0,0.0
580,4,4D,3,3H,0,0,0,0,40,40M,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1W,0,1.0,0.0,2.0,0.0,0.0
581,4,4D,4,4H,0,0,0,0,0,0M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1W,0,0.0,0.0,2.0,0.0,0.0
582,4,4D,4,4H,0,0,0,0,20,20M,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1W,0,0.0,0.0,2.0,0.0,0.0
583,4,4D,4,4H,0,0,0,0,40,40M,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1W,0,0.0,0.0,3.0,0.0,0.0
584,4,4D,5,5H,0,0,0,0,0,0M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1W,0,0.0,0.0,2.0,0.0,0.0
585,4,4D,5,5H,0,0,0,0,20,20M,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1W,0,1.0,0.0,4.0,0.0,0.0
586,4,4D,5,5H,0,0,0,0,40,40M,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1W,0,0.0,0.0,3.0,12.0,18.0
587,4,4D,6,6H,0,0,0,0,0,0M,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1W,0,0.0,2.0,14.0,9.0,17.0
588,4,4D,6,6H,0,0,0,0,20,20M,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1W,0,2.0,1.0,9.0,11.0,19.0
589,4,4D,6,6H,0,0,0,0,40,40M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1W,0,2.0,0.0,16.0,15.0,28.0
590,4,4D,7,7H,0,0,0,0,0,0M,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1,1W,0,6.0,4.0,10.0,14.0,31.0
591,4,4D,7,7H,0,0,0,0,20,20M,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1,1W,0,5.0,2.0,13.0,32.0,43.0
592,4,4D,7,7H,0,0,0,0,40,40M,1.0,0.0,0.0,2.0,2.0,12.0,1.0,0.0,0.0,2.0,2.0,6.0,1,1W,0,7.0,4.0,19.0,68.0,51.0
593,4,4D,8,8H,1,0,0,0,0,0M,0.0,0.0,2.0,2.0,12.0,5.0,0.0,0.0,2.0,2.0,6.0,5.0,1,1W,0,4.0,2.0,13.0,72.0,89.0
594,4,4D,8,8H,1,0,0,0,20,20M,0.0,2.0,2.0,12.0,5.0,7.0,0.0,2.0,2.0,6.0,5.0,7.0,1,1W,0,8.0,7.0,20.0,88.0,104.0
595,4,4D,8,8H,1,0,0,0,40,40M,2.0,2.0,12.0,5.0,7.0,4.0,2.0,2.0,6.0,5.0,7.0,4.0,1,1W,0,8.0,8.0,14.0,105.0,128.0
596,4,4D,9,9H,0,0,1,0,0,0M,2.0,12.0,5.0,7.0,4.0,12.0,2.0,6.0,5.0,7.0,4.0,8.0,1,1W,0,10.0,8.0,14.0,99.0,117.0
597,4,4D,9,9H,0,0,1,0,20,20M,12.0,5.0,7.0,4.0,12.0,8.0,6.0,5.0,7.0,4.0,8.0,8.0,1,1W,0,9.0,6.0,10.0,114.0,131.0
598,4,4D,9,9H,0,0,1,0,40,40M,5.0,7.0,4.0,12.0,8.0,12.0,5.0,7.0,4.0,8.0,8.0,10.0,1,1W,0,11.0,0.0,11.0,117.0,111.0
599,4,4D,10,10H,0,0,0,0,0,0M,7.0,4.0,12.0,8.0,12.0,9.0,7.0,4.0,8.0,8.0,10.0,9.0,1,1W,0,14.0,0.0,13.0,102.0,90.0
600,4,4D,10,10H,0,0,0,0,20,20M,4.0,12.0,8.0,12.0,9.0,11.0,4.0,8.0,8.0,10.0,9.0,11.0,1,1W,0,10.0,0.0,9.0,82.0,94.0
601,4,4D,10,10H,0,0,0,0,40,40M,12.0,8.0,12.0,9.0,11.0,14.0,8.0,8.0,10.0,9.0,11.0,14.0,1,1W,0,10.0,0.0,11.0,82.0,96.0
602,4,4D,11,11H,0,0,0,0,0,0M,8.0,12.0,9.0,11.0,14.0,12.0,8.0,10.0,9.0,11.0,14.0,10.0,1,1W,0,13.0,0.0,10.0,85.0,66.0
603,4,4D,11,11H,0,0,0,0,20,20M,12.0,9.0,11.0,14.0,12.0,12.0,10.0,9.0,11.0,14.0,10.0,10.0,1,1W,0,11.0,0.0,16.0,80.0,56.0
604,4,4D,11,11H,0,0,0,0,40,40M,9.0,11.0,14.0,12.0,12.0,13.0,9.0,11.0,14.0,10.0,10.0,13.0,1,1W,0,8.0,0.0,10.0,48.0,50.0
605,4,4D,12,12H,0,0,0,0,0,0M,11.0,14.0,12.0,12.0,13.0,12.0,11.0,14.0,10.0,10.0,13.0,11.0,1,1W,0,13.0,7.0,10.0,45.0,53.0
606,4,4D,12,12H,0,0,0,0,20,20M,14.0,12.0,12.0,13.0,12.0,8.0,14.0,10.0,10.0,13.0,11.0,8.0,1,1W,0,9.0,6.0,16.0,62.0,65.0
607,4,4D,12,12H,0,0,0,0,40,40M,12.0,12.0,13.0,12.0,8.0,13.0,10.0,10.0,13.0,11.0,8.0,13.0,1,1W,0,5.0,5.0,10.0,69.0,49.0
608,4,4D,13,13H,0,0,0,0,0,0M,12.0,13.0,12.0,8.0,13.0,10.0,10.0,13.0,11.0,8.0,13.0,9.0,1,1W,0,8.0,7.0,8.0,78.0,62.0
609,4,4D,13,13H,0,0,0,0,20,20M,13.0,12.0,8.0,13.0,10.0,8.0,13.0,11.0,8.0,13.0,9.0,5.0,1,1W,0,16.0,6.0,11.0,75.0,66.0
610,4,4D,13,13H,0,0,0,0,40,40M,12.0,8.0,13.0,10.0,8.0,13.0,11.0,8.0,13.0,9.0,5.0,8.0,1,1W,0,8.0,7.0,7.0,69.0,68.0
611,4,4D,14,14H,0,0,0,0,0,0M,8.0,13.0,10.0,8.0,13.0,22.0,8.0,13.0,9.0,5.0,8.0,16.0,1,1W,0,15.0,12.0,11.0,66.0,82.0
612,4,4D,14,14H,0,0,0,0,20,20M,13.0,10.0,8.0,13.0,22.0,10.0,13.0,9.0,5.0,8.0,16.0,8.0,1,1W,0,10.0,10.0,13.0,75.0,32.0
613,4,4D,14,14H,0,0,0,0,40,40M,10.0,8.0,13.0,22.0,10.0,17.0,9.0,5.0,8.0,16.0,8.0,15.0,1,1W,0,21.0,8.0,18.0,66.0,51.0
614,4,4D,15,15H,0,0,0,0,0,0M,8.0,13.0,22.0,10.0,17.0,12.0,5.0,8.0,16.0,8.0,15.0,10.0,1,1W,0,16.0,10.0,9.0,67.0,55.0
615,4,4D,15,15H,0,0,0,0,20,20M,13.0,22.0,10.0,17.0,12.0,25.0,8.0,16.0,8.0,15.0,10.0,21.0,1,1W,0,12.0,13.0,12.0,64.0,66.0
616,4,4D,15,15H,0,0,0,0,40,40M,22.0,10.0,17.0,12.0,25.0,19.0,16.0,8.0,15.0,10.0,21.0,16.0,1,1W,0,13.0,5.0,8.0,82.0,68.0
617,4,4D,16,16H,0,0,0,0,0,0M,10.0,17.0,12.0,25.0,19.0,17.0,8.0,15.0,10.0,21.0,16.0,12.0,1,1W,0,19.0,8.0,8.0,78.0,84.0
618,4,4D,16,16H,0,0,0,0,20,20M,17.0,12.0,25.0,19.0,17.0,16.0,15.0,10.0,21.0,16.0,12.0,13.0,1,1W,0,13.0,5.0,8.0,85.0,71.0
619,4,4D,16,16H,0,0,0,0,40,40M,12.0,25.0,19.0,17.0,16.0,23.0,10.0,21.0,16.0,12.0,13.0,19.0,1,1W,0,12.0,4.0,11.0,71.0,71.0
620,4,4D,17,17H,0,0,0,1,0,0M,25.0,19.0,17.0,16.0,23.0,19.0,21.0,16.0,12.0,13.0,19.0,13.0,1,1W,0,19.0,3.0,10.0,78.0,67.0
621,4,4D,17,17H,0,0,0,1,20,20M,19.0,17.0,16.0,23.0,19.0,15.0,16.0,12.0,13.0,19.0,13.0,12.0,1,1W,0,15.0,8.0,13.0,86.0,83.0
622,4,4D,17,17H,0,0,0,1,40,40M,17.0,16.0,23.0,19.0,15.0,26.0,12.0,13.0,19.0,13.0,12.0,19.0,1,1W,0,8.0,5.0,12.0,78.0,93.0
623,4,4D,18,18H,0,1,0,0,0,0M,16.0,23.0,19.0,15.0,26.0,18.0,13.0,19.0,13.0,12.0,19.0,15.0,1,1W,0,6.0,7.0,9.0,70.0,21.0
624,4,4D,18,18H,0,1,0,0,20,20M,23.0,19.0,15.0,26.0,18.0,13.0,19.0,13.0,12.0,19.0,15.0,8.0,1,1W,0,9.0,5.0,4.0,71.0,59.0
625,4,4D,18,18H,0,1,0,0,40,40M,19.0,15.0,26.0,18.0,13.0,9.0,13.0,12.0,19.0,15.0,8.0,6.0,1,1W,0,7.0,3.0,7.0,70.0,43.0
626,4,4D,19,19H,0,0,0,0,0,0M,15.0,26.0,18.0,13.0,9.0,13.0,12.0,19.0,15.0,8.0,6.0,9.0,1,1W,0,7.0,9.0,6.0,67.0,64.0
627,4,4D,19,19H,0,0,0,0,20,20M,26.0,18.0,13.0,9.0,13.0,10.0,19.0,15.0,8.0,6.0,9.0,7.0,1,1W,0,5.0,4.0,5.0,58.0,60.0
628,4,4D,19,19H,0,0,0,0,40,40M,18.0,13.0,9.0,13.0,10.0,7.0,15.0,8.0,6.0,9.0,7.0,7.0,1,1W,0,8.0,4.0,3.0,45.0,24.0
629,4,4D,20,20H,0,0,0,0,0,0M,13.0,9.0,13.0,10.0,7.0,5.0,8.0,6.0,9.0,7.0,7.0,5.0,1,1W,0,7.0,2.0,2.0,44.0,29.0
630,4,4D,20,20H,0,0,0,0,20,20M,9.0,13.0,10.0,7.0,5.0,8.0,6.0,9.0,7.0,7.0,5.0,8.0,1,1W,0,3.0,3.0,1.0,41.0,8.0
631,4,4D,20,20H,0,0,0,0,40,40M,13.0,10.0,7.0,5.0,8.0,10.0,9.0,7.0,7.0,5.0,8.0,7.0,1,1W,0,6.0,5.0,6.0,25.0,12.0
632,4,4D,21,21H,0,0,0,0,0,0M,10.0,7.0,5.0,8.0,10.0,3.0,7.0,7.0,5.0,8.0,7.0,3.0,1,1W,0,2.0,6.0,4.0,26.0,6.0
633,4,4D,21,21H,0,0,0,0,20,20M,7.0,5.0,8.0,10.0,3.0,6.0,7.0,5.0,8.0,7.0,3.0,6.0,1,1W,0,5.0,3.0,3.0,40.0,14.0
634,4,4D,21,21H,0,0,0,0,40,40M,5.0,8.0,10.0,3.0,6.0,2.0,5.0,8.0,7.0,3.0,6.0,2.0,1,1W,0,0.0,2.0,3.0,28.0,12.0
635,4,4D,22,22H,0,0,0,0,0,0M,8.0,10.0,3.0,6.0,2.0,5.0,8.0,7.0,3.0,6.0,2.0,5.0,1,1W,0,1.0,4.0,2.0,43.0,7.0
636,4,4D,22,22H,0,0,0,0,20,20M,10.0,3.0,6.0,2.0,5.0,0.0,7.0,3.0,6.0,2.0,5.0,0.0,1,1W,0,1.0,0.0,2.0,41.0,11.0
637,4,4D,22,22H,0,0,0,0,40,40M,3.0,6.0,2.0,5.0,0.0,1.0,3.0,6.0,2.0,5.0,0.0,1.0,1,1W,0,3.0,1.0,5.0,26.0,4.0
638,4,4D,23,23H,0,0,0,0,0,0M,6.0,2.0,5.0,0.0,1.0,1.0,6.0,2.0,5.0,0.0,1.0,1.0,1,1W,0,1.0,0.0,0.0,22.0,6.0
639,4,4D,23,23H,0,0,0,0,20,20M,2.0,5.0,0.0,1.0,1.0,3.0,2.0,5.0,0.0,1.0,1.0,3.0,1,1W,0,0.0,0.0,1.0,12.0,3.0
640,4,4D,23,23H,0,0,0,0,40,40M,5.0,0.0,1.0,1.0,3.0,4.0,5.0,0.0,1.0,1.0,3.0,1.0,1,1W,0,0.0,1.0,1.0,26.0,8.0
641,5,5D,0,0H,0,0,0,0,0,0M,0.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2,2W,0,0.0,2.0,2.0,21.0,12.0
642,5,5D,0,0H,0,0,0,0,20,20M,1.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2,2W,0,0.0,1.0,3.0,7.0,0.0
643,5,5D,0,0H,0,0,0,0,40,40M,1.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2,2W,0,0.0,1.0,0.0,7.0,4.0
644,5,5D,1,1H,0,0,0,0,0,0M,3.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2,2W,0,1.0,0.0,0.0,2.0,3.0
645,5,5D,1,1H,0,0,0,0,20,20M,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2W,0,1.0,0.0,0.0,2.0,1.0
646,5,5D,1,1H,0,0,0,0,40,40M,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2W,0,1.0,0.0,0.0,1.0,1.0
647,5,5D,2,2H,0,0,0,0,0,0M,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2W,0,0.0,0.0,0.0,2.0,2.0
648,5,5D,2,2H,0,0,0,0,20,20M,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2,2W,0,0.0,1.0,0.0,0.0,1.0
649,5,5D,2,2H,0,0,0,0,40,40M,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2,2W,0,0.0,0.0,0.0,0.0,0.0
650,5,5D,3,3H,0,0,0,0,0,0M,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2,2W,0,0.0,0.0,0.0,0.0,0.0
651,5,5D,3,3H,0,0,0,0,20,20M,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,2W,0,0.0,0.0,0.0,0.0,0.0
652,5,5D,3,3H,0,0,0,0,40,40M,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2W,0,0.0,0.0,0.0,0.0,0.0
653,5,5D,4,4H,0,0,0,0,0,0M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2W,0,1.0,0.0,0.0,0.0,0.0
654,5,5D,4,4H,0,0,0,0,20,20M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2W,0,1.0,1.0,0.0,0.0,0.0
655,5,5D,4,4H,0,0,0,0,40,40M,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2W,0,2.0,0.0,0.0,0.0,0.0
656,5,5D,5,5H,0,0,0,0,0,0M,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2W,0,0.0,0.0,0.0,0.0,0.0
657,5,5D,5,5H,0,0,0,0,20,20M,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2,2W,0,0.0,0.0,0.0,0.0,0.0
658,5,5D,5,5H,0,0,0,0,40,40M,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2,2W,0,0.0,0.0,0.0,11.0,3.0
659,5,5D,6,6H,0,0,0,0,0,0M,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2,2W,0,2.0,1.0,0.0,19.0,4.0
660,5,5D,6,6H,0,0,0,0,20,20M,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2,2W,0,2.0,0.0,0.0,16.0,8.0
661,5,5D,6,6H,0,0,0,0,40,40M,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2,2W,0,0.0,0.0,0.0,35.0,5.0
662,5,5D,7,7H,0,0,0,0,0,0M,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2,2W,0,5.0,2.0,0.0,37.0,13.0
663,5,5D,7,7H,0,0,0,0,20,20M,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2,2W,0,4.0,2.0,0.0,52.0,26.0
664,5,5D,7,7H,0,0,0,0,40,40M,0.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,5.0,2,2W,0,3.0,6.0,0.0,77.0,34.0
665,5,5D,8,8H,1,0,0,0,0,0M,0.0,2.0,2.0,0.0,5.0,4.0,0.0,2.0,2.0,0.0,5.0,4.0,2,2W,0,12.0,5.0,0.0,86.0,48.0
