,day,day_str,direction,hour,hour_str,is_eight,is_eighteen,is_nine,is_seventeen,minute,minute_str,tollgate_id,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,volume0,volume1,volume2,volume3,volume4,volume5,week,week_str,weekend,y
2060,17.0,17D,exit,18.0,18H,0.0,1.0,0.0,0.0,20.0,20M,1S,139.0,129.0,125.0,108.0,125.0,130.0,109.0,99.0,92.0,89.0,101.0,108.0,0.0,0W,0.0,84.0
2061,17.0,17D,exit,18.0,18H,0.0,1.0,0.0,0.0,40.0,40M,1S,129.0,125.0,108.0,125.0,130.0,132.0,99.0,92.0,89.0,101.0,108.0,104.0,0.0,0W,0.0,49.0
2062,17.0,17D,exit,19.0,19H,0.0,0.0,0.0,0.0,0.0,0M,1S,125.0,108.0,125.0,130.0,132.0,136.0,92.0,89.0,101.0,108.0,104.0,112.0,0.0,0W,0.0,39.0
2063,17.0,17D,exit,19.0,19H,0.0,0.0,0.0,0.0,20.0,20M,1S,108.0,125.0,130.0,132.0,136.0,155.0,89.0,101.0,108.0,104.0,112.0,126.0,0.0,0W,0.0,46.0
2064,17.0,17D,exit,19.0,19H,0.0,0.0,0.0,0.0,40.0,40M,1S,125.0,130.0,132.0,136.0,155.0,162.0,101.0,108.0,104.0,112.0,126.0,130.0,0.0,0W,0.0,33.0
2065,17.0,17D,exit,20.0,20H,0.0,0.0,0.0,0.0,0.0,0M,1S,130.0,132.0,136.0,155.0,162.0,61.0,108.0,104.0,112.0,126.0,130.0,52.0,0.0,0W,0.0,33.0
2066,17.0,17D,exit,20.0,20H,0.0,0.0,0.0,0.0,20.0,20M,1S,132.0,136.0,155.0,162.0,61.0,102.0,104.0,112.0,126.0,130.0,52.0,84.0,0.0,0W,0.0,33.0
2067,17.0,17D,exit,20.0,20H,0.0,0.0,0.0,0.0,40.0,40M,1S,136.0,155.0,162.0,61.0,102.0,58.0,112.0,126.0,130.0,52.0,84.0,49.0,0.0,0W,0.0,33.0
2068,17.0,17D,exit,21.0,21H,0.0,0.0,0.0,0.0,0.0,0M,1S,155.0,162.0,61.0,102.0,58.0,46.0,126.0,130.0,52.0,84.0,49.0,39.0,0.0,0W,0.0,24.0
2069,17.0,17D,exit,21.0,21H,0.0,0.0,0.0,0.0,20.0,20M,1S,162.0,61.0,102.0,58.0,46.0,51.0,130.0,52.0,84.0,49.0,39.0,46.0,0.0,0W,0.0,24.0
2070,17.0,17D,exit,21.0,21H,0.0,0.0,0.0,0.0,40.0,40M,1S,61.0,102.0,58.0,46.0,51.0,41.0,52.0,84.0,49.0,39.0,46.0,33.0,0.0,0W,0.0,31.0
2071,17.0,17D,exit,22.0,22H,0.0,0.0,0.0,0.0,0.0,0M,1S,102.0,58.0,46.0,51.0,41.0,40.0,84.0,49.0,39.0,46.0,33.0,33.0,0.0,0W,0.0,15.0
2072,17.0,17D,exit,22.0,22H,0.0,0.0,0.0,0.0,20.0,20M,1S,58.0,46.0,51.0,41.0,40.0,41.0,49.0,39.0,46.0,33.0,33.0,33.0,0.0,0W,0.0,18.0
2073,17.0,17D,exit,22.0,22H,0.0,0.0,0.0,0.0,40.0,40M,1S,46.0,51.0,41.0,40.0,41.0,45.0,39.0,46.0,33.0,33.0,33.0,33.0,0.0,0W,0.0,19.0
2074,17.0,17D,exit,23.0,23H,0.0,0.0,0.0,0.0,0.0,0M,1S,51.0,41.0,40.0,41.0,45.0,30.0,46.0,33.0,33.0,33.0,33.0,24.0,0.0,0W,0.0,11.0
2075,17.0,17D,exit,23.0,23H,0.0,0.0,0.0,0.0,20.0,20M,1S,41.0,40.0,41.0,45.0,30.0,38.0,33.0,33.0,33.0,33.0,24.0,24.0,0.0,0W,0.0,13.0
2076,17.0,17D,exit,23.0,23H,0.0,0.0,0.0,0.0,40.0,40M,1S,40.0,41.0,45.0,30.0,38.0,54.0,33.0,33.0,33.0,24.0,24.0,31.0,0.0,0W,0.0,10.0
2077,19.0,19D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,64.0,80.0,116.0,97.0,109.0,143.0,39.0,57.0,72.0,70.0,83.0,118.0,0.0,0W,0.0,131.0
2078,20.0,20D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,75.0,88.0,102.0,115.0,158.0,155.0,47.0,59.0,69.0,88.0,126.0,139.0,1.0,1W,0.0,173.0
2079,21.0,21D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,56.0,67.0,104.0,96.0,146.0,134.0,36.0,50.0,71.0,77.0,94.0,99.0,2.0,2W,0.0,122.0
2080,22.0,22D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,66.0,95.0,95.0,113.0,137.0,127.0,42.0,61.0,60.0,79.0,96.0,100.0,3.0,3W,0.0,110.0
2081,23.0,23D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,26.0,106.0,94.0,126.0,121.0,112.0,22.0,63.0,63.0,86.0,100.0,93.0,4.0,4W,0.0,105.0
2082,24.0,24D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,63.0,103.0,83.0,91.0,100.0,129.0,37.0,58.0,63.0,74.0,74.0,106.0,5.0,5W,1.0,78.0
2083,25.0,25D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,66.0,76.0,83.0,96.0,121.0,90.0,41.0,47.0,60.0,65.0,81.0,65.0,6.0,6W,1.0,95.0
2084,26.0,26D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,45.0,101.0,97.0,124.0,154.0,152.0,31.0,61.0,66.0,91.0,120.0,116.0,0.0,0W,0.0,102.0
2085,27.0,27D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,80.0,107.0,151.0,102.0,122.0,141.0,45.0,63.0,79.0,74.0,98.0,113.0,1.0,1W,0.0,73.0
2086,28.0,28D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,63.0,129.0,78.0,105.0,101.0,143.0,35.0,62.0,52.0,79.0,69.0,108.0,2.0,2W,0.0,103.0
2087,29.0,29D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,57.0,62.0,78.0,73.0,79.0,116.0,32.0,36.0,54.0,48.0,58.0,83.0,3.0,3W,0.0,83.0
2088,30.0,30D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,74.0,88.0,84.0,95.0,122.0,108.0,45.0,50.0,60.0,67.0,104.0,95.0,4.0,4W,0.0,97.0
2089,1.0,1D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,5.0,5W,1.0,
2090,2.0,2D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,6.0,6W,1.0,
2091,3.0,3D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,0.0,0W,0.0,
2092,4.0,4D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,1.0,1W,0.0,
2093,5.0,5D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,2.0,2W,0.0,
2094,6.0,6D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,3.0,3W,0.0,
2095,7.0,7D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,35.0,49.0,68.0,53.0,33.0,46.0,17.0,23.0,32.0,26.0,18.0,30.0,4.0,4W,0.0,23.0
2096,8.0,8D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,57.0,60.0,102.0,88.0,123.0,122.0,30.0,38.0,67.0,66.0,89.0,94.0,5.0,5W,1.0,130.0
2097,9.0,9D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,58.0,68.0,80.0,109.0,99.0,120.0,33.0,41.0,53.0,66.0,81.0,93.0,6.0,6W,1.0,75.0
2098,10.0,10D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,61.0,112.0,77.0,110.0,143.0,178.0,33.0,61.0,59.0,69.0,102.0,146.0,0.0,0W,0.0,107.0
2099,11.0,11D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,69.0,87.0,83.0,105.0,112.0,109.0,37.0,51.0,56.0,72.0,94.0,93.0,1.0,1W,0.0,123.0
2100,12.0,12D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,65.0,75.0,102.0,119.0,105.0,121.0,38.0,47.0,67.0,80.0,82.0,103.0,2.0,2W,0.0,100.0
2101,13.0,13D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,64.0,78.0,109.0,102.0,128.0,125.0,39.0,46.0,76.0,81.0,95.0,105.0,3.0,3W,0.0,114.0
2102,14.0,14D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,64.0,69.0,90.0,110.0,103.0,159.0,34.0,48.0,57.0,72.0,78.0,120.0,4.0,4W,0.0,152.0
2103,15.0,15D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,58.0,77.0,84.0,76.0,105.0,102.0,43.0,44.0,59.0,49.0,75.0,72.0,5.0,5W,1.0,121.0
2104,16.0,16D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,66.0,44.0,79.0,54.0,71.0,60.0,37.0,32.0,58.0,36.0,50.0,39.0,6.0,6W,1.0,108.0
2105,17.0,17D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,61.0,98.0,105.0,131.0,149.0,169.0,45.0,68.0,73.0,106.0,120.0,130.0,0.0,0W,0.0,121.0
2106,19.0,19D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,64.0,80.0,116.0,97.0,109.0,143.0,39.0,57.0,72.0,70.0,83.0,118.0,0.0,0W,0.0,131.0
2107,20.0,20D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,75.0,88.0,102.0,115.0,158.0,155.0,47.0,59.0,69.0,88.0,126.0,139.0,1.0,1W,0.0,173.0
2108,21.0,21D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,56.0,67.0,104.0,96.0,146.0,134.0,36.0,50.0,71.0,77.0,94.0,99.0,2.0,2W,0.0,122.0
2109,22.0,22D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,66.0,95.0,95.0,113.0,137.0,127.0,42.0,61.0,60.0,79.0,96.0,100.0,3.0,3W,0.0,110.0
2110,23.0,23D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,26.0,106.0,94.0,126.0,121.0,112.0,22.0,63.0,63.0,86.0,100.0,93.0,4.0,4W,0.0,105.0
2111,24.0,24D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,63.0,103.0,83.0,91.0,100.0,129.0,37.0,58.0,63.0,74.0,74.0,106.0,5.0,5W,1.0,78.0
2112,25.0,25D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,66.0,76.0,83.0,96.0,121.0,90.0,41.0,47.0,60.0,65.0,81.0,65.0,6.0,6W,1.0,95.0
2113,26.0,26D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,45.0,101.0,97.0,124.0,154.0,152.0,31.0,61.0,66.0,91.0,120.0,116.0,0.0,0W,0.0,102.0
2114,27.0,27D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,80.0,107.0,151.0,102.0,122.0,141.0,45.0,63.0,79.0,74.0,98.0,113.0,1.0,1W,0.0,73.0
2115,28.0,28D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,63.0,129.0,78.0,105.0,101.0,143.0,35.0,62.0,52.0,79.0,69.0,108.0,2.0,2W,0.0,103.0
2116,29.0,29D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,57.0,62.0,78.0,73.0,79.0,116.0,32.0,36.0,54.0,48.0,58.0,83.0,3.0,3W,0.0,83.0
2117,30.0,30D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,74.0,88.0,84.0,95.0,122.0,108.0,45.0,50.0,60.0,67.0,104.0,95.0,4.0,4W,0.0,97.0
2118,1.0,1D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,5.0,5W,1.0,
2119,2.0,2D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,6.0,6W,1.0,
2120,3.0,3D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,0.0,0W,0.0,
2121,4.0,4D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,1.0,1W,0.0,
2122,5.0,5D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,2.0,2W,0.0,
2123,6.0,6D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,3.0,3W,0.0,
2124,7.0,7D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,35.0,49.0,68.0,53.0,33.0,46.0,17.0,23.0,32.0,26.0,18.0,30.0,4.0,4W,0.0,23.0
2125,8.0,8D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,57.0,60.0,102.0,88.0,123.0,122.0,30.0,38.0,67.0,66.0,89.0,94.0,5.0,5W,1.0,130.0
2126,9.0,9D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,58.0,68.0,80.0,109.0,99.0,120.0,33.0,41.0,53.0,66.0,81.0,93.0,6.0,6W,1.0,75.0
2127,10.0,10D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,61.0,112.0,77.0,110.0,143.0,178.0,33.0,61.0,59.0,69.0,102.0,146.0,0.0,0W,0.0,107.0
2128,11.0,11D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,69.0,87.0,83.0,105.0,112.0,109.0,37.0,51.0,56.0,72.0,94.0,93.0,1.0,1W,0.0,123.0
2129,12.0,12D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,65.0,75.0,102.0,119.0,105.0,121.0,38.0,47.0,67.0,80.0,82.0,103.0,2.0,2W,0.0,100.0
2130,13.0,13D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,64.0,78.0,109.0,102.0,128.0,125.0,39.0,46.0,76.0,81.0,95.0,105.0,3.0,3W,0.0,114.0
2131,14.0,14D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,64.0,69.0,90.0,110.0,103.0,159.0,34.0,48.0,57.0,72.0,78.0,120.0,4.0,4W,0.0,152.0
2132,15.0,15D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,58.0,77.0,84.0,76.0,105.0,102.0,43.0,44.0,59.0,49.0,75.0,72.0,5.0,5W,1.0,121.0
2133,16.0,16D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,66.0,44.0,79.0,54.0,71.0,60.0,37.0,32.0,58.0,36.0,50.0,39.0,6.0,6W,1.0,108.0
2134,17.0,17D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,61.0,98.0,105.0,131.0,149.0,169.0,45.0,68.0,73.0,106.0,120.0,130.0,0.0,0W,0.0,121.0
2135,19.0,19D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,64.0,80.0,116.0,97.0,109.0,143.0,39.0,57.0,72.0,70.0,83.0,118.0,0.0,0W,0.0,131.0
2136,20.0,20D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,75.0,88.0,102.0,115.0,158.0,155.0,47.0,59.0,69.0,88.0,126.0,139.0,1.0,1W,0.0,173.0
2137,21.0,21D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,56.0,67.0,104.0,96.0,146.0,134.0,36.0,50.0,71.0,77.0,94.0,99.0,2.0,2W,0.0,122.0
2138,22.0,22D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,66.0,95.0,95.0,113.0,137.0,127.0,42.0,61.0,60.0,79.0,96.0,100.0,3.0,3W,0.0,110.0
2139,23.0,23D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,26.0,106.0,94.0,126.0,121.0,112.0,22.0,63.0,63.0,86.0,100.0,93.0,4.0,4W,0.0,105.0
2140,24.0,24D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,63.0,103.0,83.0,91.0,100.0,129.0,37.0,58.0,63.0,74.0,74.0,106.0,5.0,5W,1.0,78.0
2141,25.0,25D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,66.0,76.0,83.0,96.0,121.0,90.0,41.0,47.0,60.0,65.0,81.0,65.0,6.0,6W,1.0,95.0
2142,26.0,26D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,45.0,101.0,97.0,124.0,154.0,152.0,31.0,61.0,66.0,91.0,120.0,116.0,0.0,0W,0.0,102.0
2143,27.0,27D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,80.0,107.0,151.0,102.0,122.0,141.0,45.0,63.0,79.0,74.0,98.0,113.0,1.0,1W,0.0,73.0
2144,28.0,28D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,63.0,129.0,78.0,105.0,101.0,143.0,35.0,62.0,52.0,79.0,69.0,108.0,2.0,2W,0.0,103.0
2145,29.0,29D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,57.0,62.0,78.0,73.0,79.0,116.0,32.0,36.0,54.0,48.0,58.0,83.0,3.0,3W,0.0,83.0
2146,30.0,30D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,74.0,88.0,84.0,95.0,122.0,108.0,45.0,50.0,60.0,67.0,104.0,95.0,4.0,4W,0.0,97.0
2147,1.0,1D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,5.0,5W,1.0,
2148,2.0,2D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,6.0,6W,1.0,
2149,3.0,3D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,0.0,0W,0.0,
2150,4.0,4D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,1.0,1W,0.0,
2151,5.0,5D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,2.0,2W,0.0,
2152,6.0,6D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,3.0,3W,0.0,
2153,7.0,7D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,35.0,49.0,68.0,53.0,33.0,46.0,17.0,23.0,32.0,26.0,18.0,30.0,4.0,4W,0.0,23.0
2154,8.0,8D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,57.0,60.0,102.0,88.0,123.0,122.0,30.0,38.0,67.0,66.0,89.0,94.0,5.0,5W,1.0,130.0
2155,9.0,9D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,58.0,68.0,80.0,109.0,99.0,120.0,33.0,41.0,53.0,66.0,81.0,93.0,6.0,6W,1.0,75.0
2156,10.0,10D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,61.0,112.0,77.0,110.0,143.0,178.0,33.0,61.0,59.0,69.0,102.0,146.0,0.0,0W,0.0,107.0
2157,11.0,11D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,69.0,87.0,83.0,105.0,112.0,109.0,37.0,51.0,56.0,72.0,94.0,93.0,1.0,1W,0.0,123.0
2158,12.0,12D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,65.0,75.0,102.0,119.0,105.0,121.0,38.0,47.0,67.0,80.0,82.0,103.0,2.0,2W,0.0,100.0
2159,13.0,13D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,64.0,78.0,109.0,102.0,128.0,125.0,39.0,46.0,76.0,81.0,95.0,105.0,3.0,3W,0.0,114.0
2160,14.0,14D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,64.0,69.0,90.0,110.0,103.0,159.0,34.0,48.0,57.0,72.0,78.0,120.0,4.0,4W,0.0,152.0
2161,15.0,15D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,58.0,77.0,84.0,76.0,105.0,102.0,43.0,44.0,59.0,49.0,75.0,72.0,5.0,5W,1.0,121.0
2162,16.0,16D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,66.0,44.0,79.0,54.0,71.0,60.0,37.0,32.0,58.0,36.0,50.0,39.0,6.0,6W,1.0,108.0
2163,17.0,17D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,61.0,98.0,105.0,131.0,149.0,169.0,45.0,68.0,73.0,106.0,120.0,130.0,0.0,0W,0.0,121.0
2164,19.0,19D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,64.0,80.0,116.0,97.0,109.0,143.0,39.0,57.0,72.0,70.0,83.0,118.0,0.0,0W,0.0,131.0
2165,20.0,20D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,75.0,88.0,102.0,115.0,158.0,155.0,47.0,59.0,69.0,88.0,126.0,139.0,1.0,1W,0.0,173.0
2166,21.0,21D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,56.0,67.0,104.0,96.0,146.0,134.0,36.0,50.0,71.0,77.0,94.0,99.0,2.0,2W,0.0,122.0
2167,22.0,22D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,66.0,95.0,95.0,113.0,137.0,127.0,42.0,61.0,60.0,79.0,96.0,100.0,3.0,3W,0.0,110.0
2168,23.0,23D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,26.0,106.0,94.0,126.0,121.0,112.0,22.0,63.0,63.0,86.0,100.0,93.0,4.0,4W,0.0,105.0
2169,24.0,24D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,63.0,103.0,83.0,91.0,100.0,129.0,37.0,58.0,63.0,74.0,74.0,106.0,5.0,5W,1.0,78.0
2170,25.0,25D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,66.0,76.0,83.0,96.0,121.0,90.0,41.0,47.0,60.0,65.0,81.0,65.0,6.0,6W,1.0,95.0
2171,26.0,26D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,45.0,101.0,97.0,124.0,154.0,152.0,31.0,61.0,66.0,91.0,120.0,116.0,0.0,0W,0.0,102.0
2172,27.0,27D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,80.0,107.0,151.0,102.0,122.0,141.0,45.0,63.0,79.0,74.0,98.0,113.0,1.0,1W,0.0,73.0
2173,28.0,28D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,63.0,129.0,78.0,105.0,101.0,143.0,35.0,62.0,52.0,79.0,69.0,108.0,2.0,2W,0.0,103.0
2174,29.0,29D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,57.0,62.0,78.0,73.0,79.0,116.0,32.0,36.0,54.0,48.0,58.0,83.0,3.0,3W,0.0,83.0
2175,30.0,30D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,74.0,88.0,84.0,95.0,122.0,108.0,45.0,50.0,60.0,67.0,104.0,95.0,4.0,4W,0.0,97.0
2176,1.0,1D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,5.0,5W,1.0,
2177,2.0,2D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,6.0,6W,1.0,
2178,3.0,3D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,0.0,0W,0.0,
2179,4.0,4D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,1.0,1W,0.0,
2180,5.0,5D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,2.0,2W,0.0,
2181,6.0,6D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,3.0,3W,0.0,
2182,7.0,7D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,35.0,49.0,68.0,53.0,33.0,46.0,17.0,23.0,32.0,26.0,18.0,30.0,4.0,4W,0.0,23.0
2183,8.0,8D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,57.0,60.0,102.0,88.0,123.0,122.0,30.0,38.0,67.0,66.0,89.0,94.0,5.0,5W,1.0,130.0
2184,9.0,9D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,58.0,68.0,80.0,109.0,99.0,120.0,33.0,41.0,53.0,66.0,81.0,93.0,6.0,6W,1.0,75.0
2185,10.0,10D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,61.0,112.0,77.0,110.0,143.0,178.0,33.0,61.0,59.0,69.0,102.0,146.0,0.0,0W,0.0,107.0
2186,11.0,11D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,69.0,87.0,83.0,105.0,112.0,109.0,37.0,51.0,56.0,72.0,94.0,93.0,1.0,1W,0.0,123.0
2187,12.0,12D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,65.0,75.0,102.0,119.0,105.0,121.0,38.0,47.0,67.0,80.0,82.0,103.0,2.0,2W,0.0,100.0
2188,13.0,13D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,64.0,78.0,109.0,102.0,128.0,125.0,39.0,46.0,76.0,81.0,95.0,105.0,3.0,3W,0.0,114.0
2189,14.0,14D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,64.0,69.0,90.0,110.0,103.0,159.0,34.0,48.0,57.0,72.0,78.0,120.0,4.0,4W,0.0,152.0
2190,15.0,15D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,58.0,77.0,84.0,76.0,105.0,102.0,43.0,44.0,59.0,49.0,75.0,72.0,5.0,5W,1.0,121.0
2191,16.0,16D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,66.0,44.0,79.0,54.0,71.0,60.0,37.0,32.0,58.0,36.0,50.0,39.0,6.0,6W,1.0,108.0
2192,17.0,17D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,61.0,98.0,105.0,131.0,149.0,169.0,45.0,68.0,73.0,106.0,120.0,130.0,0.0,0W,0.0,121.0
2193,19.0,19D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,64.0,80.0,116.0,97.0,109.0,143.0,39.0,57.0,72.0,70.0,83.0,118.0,0.0,0W,0.0,131.0
2194,20.0,20D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,75.0,88.0,102.0,115.0,158.0,155.0,47.0,59.0,69.0,88.0,126.0,139.0,1.0,1W,0.0,173.0
