,cargo_count0,cargo_count1,cargo_count2,cargo_count3,cargo_count4,cargo_count5,cargo_model0,cargo_model1,cargo_model2,cargo_model3,cargo_model4,cargo_model5,cargo_model_avg0,cargo_model_avg1,cargo_model_avg2,cargo_model_avg3,cargo_model_avg4,cargo_model_avg5,etc_count0,etc_count1,etc_count2,etc_count3,etc_count4,etc_count5,etc_model0,etc_model1,etc_model2,etc_model3,etc_model4,etc_model5,no_etc_count0,no_etc_count1,no_etc_count2,no_etc_count3,no_etc_count4,no_etc_count5,no_etc_model0,no_etc_model1,no_etc_model2,no_etc_model3,no_etc_model4,no_etc_model5,passenger_count0,passenger_count1,passenger_count2,passenger_count3,passenger_count4,passenger_count5,passenger_model0,passenger_model1,passenger_model2,passenger_model3,passenger_model4,passenger_model5,passenger_model_avg0,passenger_model_avg1,passenger_model_avg2,passenger_model_avg3,passenger_model_avg4,passenger_model_avg5,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model_avg0,vehicle_model_avg1,vehicle_model_avg2,vehicle_model_avg3,vehicle_model_avg4,vehicle_model_avg5,volume0,volume1,volume2,volume3,volume4,volume5,y,vehicle_all_model,etc_all_model,etc_all_count,etc_avg_model,cargo_all_model,passenger_all_model,cargo_all_count,passenger_all_count,cargo_avg_model,passenger_avg_model,volume_all,vehicle_avg_model,day,hour,minute,week,weekend
319,41.0,13.0,22.0,23.0,20.0,22.0,120.0,28.0,44.0,40.0,53.0,67.0,2.92682926829,2.15384615385,2.0,1.73913043478,2.65,3.04545454545,22.0,17.0,22.0,14.0,17.0,13.0,25.0,26.0,26.0,25.0,19.0,13.0,87.0,54.0,52.0,62.0,61.0,55.0,166.0,71.0,80.0,84.0,94.0,101.0,68.0,58.0,52.0,53.0,58.0,46.0,71.0,69.0,62.0,69.0,60.0,47.0,1.04411764706,1.18965517241,1.19230769231,1.30188679245,1.03448275862,1.02173913043,191.0,97.0,106.0,109.0,113.0,114.0,1.75229357798,1.3661971831,1.43243243243,1.43421052632,1.44871794872,1.67647058824,109.0,71.0,74.0,76.0,78.0,68.0,82.0,730.0,134.0,105.0,1.27619047619,352.0,378.0,141.0,335.0,2.49645390071,1.12835820896,476.0,1.53361344538,22,12,40,5,1
320,13.0,22.0,23.0,20.0,22.0,19.0,28.0,44.0,40.0,53.0,67.0,29.0,2.15384615385,2.0,1.73913043478,2.65,3.04545454545,1.52631578947,17.0,22.0,14.0,17.0,13.0,30.0,26.0,26.0,25.0,19.0,13.0,39.0,54.0,52.0,62.0,61.0,55.0,65.0,71.0,80.0,84.0,94.0,101.0,79.0,58.0,52.0,53.0,58.0,46.0,76.0,69.0,62.0,69.0,60.0,47.0,89.0,1.18965517241,1.19230769231,1.30188679245,1.03448275862,1.02173913043,1.17105263158,97.0,106.0,109.0,113.0,114.0,118.0,1.3661971831,1.43243243243,1.43421052632,1.44871794872,1.67647058824,1.24210526316,71.0,74.0,76.0,78.0,68.0,95.0,105.0,657.0,148.0,113.0,1.30973451327,261.0,396.0,119.0,343.0,2.19327731092,1.15451895044,462.0,1.42207792208,22,13,0,5,1
321,22.0,23.0,20.0,22.0,19.0,14.0,44.0,40.0,53.0,67.0,29.0,21.0,2.0,1.73913043478,2.65,3.04545454545,1.52631578947,1.5,22.0,14.0,17.0,13.0,30.0,24.0,26.0,25.0,19.0,13.0,39.0,39.0,52.0,62.0,61.0,55.0,65.0,58.0,80.0,84.0,94.0,101.0,79.0,72.0,52.0,53.0,58.0,46.0,76.0,68.0,62.0,69.0,60.0,47.0,89.0,90.0,1.19230769231,1.30188679245,1.03448275862,1.02173913043,1.17105263158,1.32352941176,106.0,109.0,113.0,114.0,118.0,111.0,1.43243243243,1.43421052632,1.44871794872,1.67647058824,1.24210526316,1.35365853659,74.0,76.0,78.0,68.0,95.0,82.0,96.0,671.0,161.0,120.0,1.34166666667,254.0,417.0,120.0,353.0,2.11666666667,1.18130311615,473.0,1.41860465116,22,13,20,5,1
322,23.0,20.0,22.0,19.0,14.0,20.0,40.0,53.0,67.0,29.0,21.0,34.0,1.73913043478,2.65,3.04545454545,1.52631578947,1.5,1.7,14.0,17.0,13.0,30.0,24.0,23.0,25.0,19.0,13.0,39.0,39.0,26.0,62.0,61.0,55.0,65.0,58.0,82.0,84.0,94.0,101.0,79.0,72.0,97.0,53.0,58.0,46.0,76.0,68.0,85.0,69.0,60.0,47.0,89.0,90.0,89.0,1.30188679245,1.03448275862,1.02173913043,1.17105263158,1.32352941176,1.04705882353,109.0,113.0,114.0,118.0,111.0,123.0,1.43421052632,1.44871794872,1.67647058824,1.24210526316,1.35365853659,1.17142857143,76.0,78.0,68.0,95.0,82.0,105.0,100.0,688.0,161.0,121.0,1.3305785124,244.0,444.0,118.0,386.0,2.06779661017,1.15025906736,504.0,1.36507936508,22,13,40,5,1
323,20.0,22.0,19.0,14.0,20.0,21.0,53.0,67.0,29.0,21.0,34.0,31.0,2.65,3.04545454545,1.52631578947,1.5,1.7,1.47619047619,17.0,13.0,30.0,24.0,23.0,27.0,19.0,13.0,39.0,39.0,26.0,33.0,61.0,55.0,65.0,58.0,82.0,69.0,94.0,101.0,79.0,72.0,97.0,82.0,58.0,46.0,76.0,68.0,85.0,75.0,60.0,47.0,89.0,90.0,89.0,84.0,1.03448275862,1.02173913043,1.17105263158,1.32352941176,1.04705882353,1.12,113.0,114.0,118.0,111.0,123.0,115.0,1.44871794872,1.67647058824,1.24210526316,1.35365853659,1.17142857143,1.19791666667,78.0,68.0,95.0,82.0,105.0,96.0,95.0,694.0,169.0,134.0,1.26119402985,235.0,459.0,116.0,408.0,2.02586206897,1.125,524.0,1.32442748092,22,14,0,5,1
324,22.0,19.0,14.0,20.0,21.0,26.0,67.0,29.0,21.0,34.0,31.0,67.0,3.04545454545,1.52631578947,1.5,1.7,1.47619047619,2.57692307692,13.0,30.0,24.0,23.0,27.0,22.0,13.0,39.0,39.0,26.0,33.0,27.0,55.0,65.0,58.0,82.0,69.0,78.0,101.0,79.0,72.0,97.0,82.0,123.0,46.0,76.0,68.0,85.0,75.0,74.0,47.0,89.0,90.0,89.0,84.0,83.0,1.02173913043,1.17105263158,1.32352941176,1.04705882353,1.12,1.12162162162,114.0,118.0,111.0,123.0,115.0,150.0,1.67647058824,1.24210526316,1.35365853659,1.17142857143,1.19791666667,1.5,68.0,95.0,82.0,105.0,96.0,100.0,98.0,731.0,177.0,139.0,1.27338129496,249.0,482.0,122.0,424.0,2.04098360656,1.13679245283,546.0,1.33882783883,22,14,20,5,1
325,19.0,14.0,20.0,21.0,26.0,20.0,29.0,21.0,34.0,31.0,67.0,35.0,1.52631578947,1.5,1.7,1.47619047619,2.57692307692,1.75,30.0,24.0,23.0,27.0,22.0,23.0,39.0,39.0,26.0,33.0,27.0,29.0,65.0,58.0,82.0,69.0,78.0,72.0,79.0,72.0,97.0,82.0,123.0,87.0,76.0,68.0,85.0,75.0,74.0,75.0,89.0,90.0,89.0,84.0,83.0,81.0,1.17105263158,1.32352941176,1.04705882353,1.12,1.12162162162,1.08,118.0,111.0,123.0,115.0,150.0,116.0,1.24210526316,1.35365853659,1.17142857143,1.19791666667,1.5,1.22105263158,95.0,82.0,105.0,96.0,100.0,95.0,93.0,733.0,193.0,149.0,1.29530201342,217.0,516.0,120.0,453.0,1.80833333333,1.13907284768,573.0,1.27923211169,22,14,40,5,1
326,14.0,20.0,21.0,26.0,20.0,16.0,21.0,34.0,31.0,67.0,35.0,27.0,1.5,1.7,1.47619047619,2.57692307692,1.75,1.6875,24.0,23.0,27.0,22.0,23.0,24.0,39.0,26.0,33.0,27.0,29.0,30.0,58.0,82.0,69.0,78.0,72.0,74.0,72.0,97.0,82.0,123.0,87.0,85.0,68.0,85.0,75.0,74.0,75.0,82.0,90.0,89.0,84.0,83.0,81.0,88.0,1.32352941176,1.04705882353,1.12,1.12162162162,1.08,1.07317073171,111.0,123.0,115.0,150.0,116.0,115.0,1.35365853659,1.17142857143,1.19791666667,1.5,1.22105263158,1.17346938776,82.0,105.0,96.0,100.0,95.0,98.0,100.0,730.0,184.0,143.0,1.28671328671,215.0,515.0,117.0,459.0,1.83760683761,1.1220043573,576.0,1.26736111111,22,15,0,5,1
327,20.0,21.0,26.0,20.0,16.0,19.0,34.0,31.0,67.0,35.0,27.0,48.0,1.7,1.47619047619,2.57692307692,1.75,1.6875,2.52631578947,23.0,27.0,22.0,23.0,24.0,22.0,26.0,33.0,27.0,29.0,30.0,30.0,82.0,69.0,78.0,72.0,74.0,71.0,97.0,82.0,123.0,87.0,85.0,105.0,85.0,75.0,74.0,75.0,82.0,74.0,89.0,84.0,83.0,81.0,88.0,87.0,1.04705882353,1.12,1.12162162162,1.08,1.07317073171,1.17567567568,123.0,115.0,150.0,116.0,115.0,135.0,1.17142857143,1.19791666667,1.5,1.22105263158,1.17346938776,1.45161290323,105.0,96.0,100.0,95.0,98.0,93.0,96.0,754.0,175.0,141.0,1.24113475177,242.0,512.0,122.0,465.0,1.98360655738,1.10107526882,587.0,1.28449744463,22,15,20,5,1
328,21.0,26.0,20.0,16.0,19.0,18.0,31.0,67.0,35.0,27.0,48.0,38.0,1.47619047619,2.57692307692,1.75,1.6875,2.52631578947,2.11111111111,27.0,22.0,23.0,24.0,22.0,26.0,33.0,27.0,29.0,30.0,30.0,27.0,69.0,78.0,72.0,74.0,71.0,74.0,82.0,123.0,87.0,85.0,105.0,94.0,75.0,74.0,75.0,82.0,74.0,82.0,84.0,83.0,81.0,88.0,87.0,83.0,1.12,1.12162162162,1.08,1.07317073171,1.17567567568,1.01219512195,115.0,150.0,116.0,115.0,135.0,121.0,1.19791666667,1.5,1.22105263158,1.17346938776,1.45161290323,1.21,96.0,100.0,95.0,98.0,93.0,100.0,95.0,752.0,176.0,144.0,1.22222222222,246.0,506.0,120.0,462.0,2.05,1.09523809524,582.0,1.29209621993,22,15,40,5,1
329,26.0,20.0,16.0,19.0,18.0,15.0,67.0,35.0,27.0,48.0,38.0,24.0,2.57692307692,1.75,1.6875,2.52631578947,2.11111111111,1.6,22.0,23.0,24.0,22.0,26.0,23.0,27.0,29.0,30.0,30.0,27.0,26.0,78.0,72.0,74.0,71.0,74.0,73.0,123.0,87.0,85.0,105.0,94.0,84.0,74.0,75.0,82.0,74.0,82.0,81.0,83.0,81.0,88.0,87.0,83.0,86.0,1.12162162162,1.08,1.07317073171,1.17567567568,1.01219512195,1.06172839506,150.0,116.0,115.0,135.0,121.0,110.0,1.5,1.22105263158,1.17346938776,1.45161290323,1.21,1.14583333333,100.0,95.0,98.0,93.0,100.0,96.0,109.0,747.0,169.0,140.0,1.20714285714,239.0,508.0,114.0,468.0,2.09649122807,1.08547008547,582.0,1.28350515464,22,16,0,5,1
330,20.0,16.0,19.0,18.0,15.0,16.0,35.0,27.0,48.0,38.0,24.0,39.0,1.75,1.6875,2.52631578947,2.11111111111,1.6,2.4375,23.0,24.0,22.0,26.0,23.0,24.0,29.0,30.0,30.0,27.0,26.0,36.0,72.0,74.0,71.0,74.0,73.0,71.0,87.0,85.0,105.0,94.0,84.0,97.0,75.0,82.0,74.0,82.0,81.0,79.0,81.0,88.0,87.0,83.0,86.0,94.0,1.08,1.07317073171,1.17567567568,1.01219512195,1.06172839506,1.18987341772,116.0,115.0,135.0,121.0,110.0,133.0,1.22105263158,1.17346938776,1.45161290323,1.21,1.14583333333,1.4,95.0,98.0,93.0,100.0,96.0,95.0,102.0,730.0,178.0,142.0,1.25352112676,211.0,519.0,104.0,473.0,2.02884615385,1.09725158562,577.0,1.26516464471,22,16,20,5,1
331,16.0,19.0,18.0,15.0,16.0,18.0,27.0,48.0,38.0,24.0,39.0,24.0,1.6875,2.52631578947,2.11111111111,1.6,2.4375,1.33333333333,24.0,22.0,26.0,23.0,24.0,26.0,30.0,30.0,27.0,26.0,36.0,36.0,74.0,71.0,74.0,73.0,71.0,83.0,85.0,105.0,94.0,84.0,97.0,90.0,82.0,74.0,82.0,81.0,79.0,91.0,88.0,87.0,83.0,86.0,94.0,102.0,1.07317073171,1.17567567568,1.01219512195,1.06172839506,1.18987341772,1.12087912088,115.0,135.0,121.0,110.0,133.0,126.0,1.17346938776,1.45161290323,1.21,1.14583333333,1.4,1.15596330275,98.0,93.0,100.0,96.0,95.0,109.0,79.0,740.0,185.0,145.0,1.27586206897,200.0,540.0,102.0,489.0,1.96078431373,1.10429447853,591.0,1.25211505922,22,16,40,5,1
332,19.0,18.0,15.0,16.0,18.0,9.0,48.0,38.0,24.0,39.0,24.0,17.0,2.52631578947,2.11111111111,1.6,2.4375,1.33333333333,1.88888888889,22.0,26.0,23.0,24.0,26.0,19.0,30.0,27.0,26.0,36.0,36.0,22.0,71.0,74.0,73.0,71.0,83.0,83.0,105.0,94.0,84.0,97.0,90.0,93.0,74.0,82.0,81.0,79.0,91.0,93.0,87.0,83.0,86.0,94.0,102.0,98.0,1.17567567568,1.01219512195,1.06172839506,1.18987341772,1.12087912088,1.05376344086,135.0,121.0,110.0,133.0,126.0,115.0,1.45161290323,1.21,1.14583333333,1.4,1.15596330275,1.12745098039,93.0,100.0,96.0,95.0,109.0,102.0,74.0,740.0,177.0,140.0,1.26428571429,190.0,550.0,95.0,500.0,2.0,1.1,595.0,1.24369747899,22,17,0,5,1
333,18.0,15.0,16.0,18.0,9.0,13.0,38.0,24.0,39.0,24.0,17.0,20.0,2.11111111111,1.6,2.4375,1.33333333333,1.88888888889,1.53846153846,26.0,23.0,24.0,26.0,19.0,21.0,27.0,26.0,36.0,36.0,22.0,24.0,74.0,73.0,71.0,83.0,83.0,58.0,94.0,84.0,97.0,90.0,93.0,65.0,82.0,81.0,79.0,91.0,93.0,66.0,83.0,86.0,94.0,102.0,98.0,69.0,1.01219512195,1.06172839506,1.18987341772,1.12087912088,1.05376344086,1.04545454545,121.0,110.0,133.0,126.0,115.0,89.0,1.21,1.14583333333,1.4,1.15596330275,1.12745098039,1.12658227848,100.0,96.0,95.0,109.0,102.0,79.0,104.0,694.0,171.0,139.0,1.23021582734,162.0,532.0,89.0,492.0,1.8202247191,1.08130081301,581.0,1.19449225473,22,17,20,5,1
334,15.0,16.0,18.0,9.0,13.0,12.0,24.0,39.0,24.0,17.0,20.0,24.0,1.6,2.4375,1.33333333333,1.88888888889,1.53846153846,2.0,23.0,24.0,26.0,19.0,21.0,11.0,26.0,36.0,36.0,22.0,24.0,11.0,73.0,71.0,83.0,83.0,58.0,63.0,84.0,97.0,90.0,93.0,65.0,75.0,81.0,79.0,91.0,93.0,66.0,62.0,86.0,94.0,102.0,98.0,69.0,62.0,1.06172839506,1.18987341772,1.12087912088,1.05376344086,1.04545454545,1.0,110.0,133.0,126.0,115.0,89.0,86.0,1.14583333333,1.4,1.15596330275,1.12745098039,1.12658227848,1.16216216216,96.0,95.0,109.0,102.0,79.0,74.0,88.0,659.0,155.0,124.0,1.25,148.0,511.0,83.0,472.0,1.78313253012,1.08262711864,555.0,1.18738738739,22,17,40,5,1
335,16.0,18.0,9.0,13.0,12.0,13.0,39.0,24.0,17.0,20.0,24.0,22.0,2.4375,1.33333333333,1.88888888889,1.53846153846,2.0,1.69230769231,24.0,26.0,19.0,21.0,11.0,31.0,36.0,36.0,22.0,24.0,11.0,45.0,71.0,83.0,83.0,58.0,63.0,73.0,97.0,90.0,93.0,65.0,75.0,83.0,79.0,91.0,93.0,66.0,62.0,91.0,94.0,102.0,98.0,69.0,62.0,106.0,1.18987341772,1.12087912088,1.05376344086,1.04545454545,1.0,1.16483516484,133.0,126.0,115.0,89.0,86.0,128.0,1.4,1.15596330275,1.12745098039,1.12658227848,1.16216216216,1.23076923077,95.0,109.0,102.0,79.0,74.0,104.0,47.0,677.0,174.0,132.0,1.31818181818,146.0,531.0,81.0,482.0,1.8024691358,1.10165975104,563.0,1.20248667851,22,18,0,5,1
336,18.0,9.0,13.0,12.0,13.0,9.0,24.0,17.0,20.0,24.0,22.0,23.0,1.33333333333,1.88888888889,1.53846153846,2.0,1.69230769231,2.55555555556,26.0,19.0,21.0,11.0,31.0,27.0,36.0,22.0,24.0,11.0,45.0,41.0,83.0,83.0,58.0,63.0,73.0,61.0,90.0,93.0,65.0,75.0,83.0,75.0,91.0,93.0,66.0,62.0,91.0,79.0,102.0,98.0,69.0,62.0,106.0,93.0,1.12087912088,1.05376344086,1.04545454545,1.0,1.16483516484,1.17721518987,126.0,115.0,89.0,86.0,128.0,116.0,1.15596330275,1.12745098039,1.12658227848,1.16216216216,1.23076923077,1.31818181818,109.0,102.0,79.0,74.0,104.0,88.0,46.0,660.0,179.0,135.0,1.32592592593,130.0,530.0,74.0,482.0,1.75675675676,1.09958506224,556.0,1.18705035971,22,18,20,5,1
337,9.0,13.0,12.0,13.0,9.0,3.0,17.0,20.0,24.0,22.0,23.0,3.0,1.88888888889,1.53846153846,2.0,1.69230769231,2.55555555556,1.0,19.0,21.0,11.0,31.0,27.0,13.0,22.0,24.0,11.0,45.0,41.0,17.0,83.0,58.0,63.0,73.0,61.0,34.0,93.0,65.0,75.0,83.0,75.0,34.0,93.0,66.0,62.0,91.0,79.0,44.0,98.0,69.0,62.0,106.0,93.0,48.0,1.05376344086,1.04545454545,1.0,1.16483516484,1.17721518987,1.09090909091,115.0,89.0,86.0,128.0,116.0,51.0,1.12745098039,1.12658227848,1.16216216216,1.23076923077,1.31818181818,1.08510638298,102.0,79.0,74.0,104.0,88.0,47.0,54.0,585.0,160.0,122.0,1.31147540984,109.0,476.0,59.0,435.0,1.84745762712,1.09425287356,494.0,1.18421052632,22,18,40,5,1
338,13.0,12.0,13.0,9.0,3.0,1.0,20.0,24.0,22.0,23.0,3.0,1.0,1.53846153846,2.0,1.69230769231,2.55555555556,1.0,1.0,21.0,11.0,31.0,27.0,13.0,12.0,24.0,11.0,45.0,41.0,17.0,15.0,58.0,63.0,73.0,61.0,34.0,34.0,65.0,75.0,83.0,75.0,34.0,35.0,66.0,62.0,91.0,79.0,44.0,45.0,69.0,62.0,106.0,93.0,48.0,49.0,1.04545454545,1.0,1.16483516484,1.17721518987,1.09090909091,1.08888888889,89.0,86.0,128.0,116.0,51.0,50.0,1.12658227848,1.16216216216,1.23076923077,1.31818181818,1.08510638298,1.08695652174,79.0,74.0,104.0,88.0,47.0,46.0,50.0,520.0,153.0,115.0,1.33043478261,93.0,427.0,51.0,387.0,1.82352941176,1.10335917313,438.0,1.18721461187,22,19,0,5,1
339,12.0,13.0,9.0,3.0,1.0,9.0,24.0,22.0,23.0,3.0,1.0,19.0,2.0,1.69230769231,2.55555555556,1.0,1.0,2.11111111111,11.0,31.0,27.0,13.0,12.0,9.0,11.0,45.0,41.0,17.0,15.0,9.0,63.0,73.0,61.0,34.0,34.0,45.0,75.0,83.0,75.0,34.0,35.0,56.0,62.0,91.0,79.0,44.0,45.0,45.0,62.0,106.0,93.0,48.0,49.0,46.0,1.0,1.16483516484,1.17721518987,1.09090909091,1.08888888889,1.02222222222,86.0,128.0,116.0,51.0,50.0,65.0,1.16216216216,1.23076923077,1.31818181818,1.08510638298,1.08695652174,1.2037037037,74.0,104.0,88.0,47.0,46.0,54.0,41.0,496.0,138.0,103.0,1.33980582524,92.0,404.0,47.0,366.0,1.95744680851,1.10382513661,413.0,1.200968523,22,19,20,5,1
340,13.0,9.0,3.0,1.0,9.0,7.0,22.0,23.0,3.0,1.0,19.0,16.0,1.69230769231,2.55555555556,1.0,1.0,2.11111111111,2.28571428571,31.0,27.0,13.0,12.0,9.0,15.0,45.0,41.0,17.0,15.0,9.0,15.0,73.0,61.0,34.0,34.0,45.0,35.0,83.0,75.0,34.0,35.0,56.0,44.0,91.0,79.0,44.0,45.0,45.0,43.0,106.0,93.0,48.0,49.0,46.0,43.0,1.16483516484,1.17721518987,1.09090909091,1.08888888889,1.02222222222,1.0,128.0,116.0,51.0,50.0,65.0,59.0,1.23076923077,1.31818181818,1.08510638298,1.08695652174,1.2037037037,1.18,104.0,88.0,47.0,46.0,54.0,50.0,51.0,469.0,142.0,107.0,1.32710280374,84.0,385.0,42.0,347.0,2.0,1.10951008646,389.0,1.20565552699,22,19,40,5,1
341,9.0,3.0,1.0,9.0,7.0,5.0,23.0,3.0,1.0,19.0,16.0,7.0,2.55555555556,1.0,1.0,2.11111111111,2.28571428571,1.4,27.0,13.0,12.0,9.0,15.0,10.0,41.0,17.0,15.0,9.0,15.0,10.0,61.0,34.0,34.0,45.0,35.0,31.0,75.0,34.0,35.0,56.0,44.0,33.0,79.0,44.0,45.0,45.0,43.0,36.0,93.0,48.0,49.0,46.0,43.0,36.0,1.17721518987,1.09090909091,1.08888888889,1.02222222222,1.0,1.0,116.0,51.0,50.0,65.0,59.0,43.0,1.31818181818,1.08510638298,1.08695652174,1.2037037037,1.18,1.0487804878,88.0,47.0,46.0,54.0,50.0,41.0,51.0,384.0,107.0,86.0,1.24418604651,69.0,315.0,34.0,292.0,2.02941176471,1.07876712329,326.0,1.17791411043,22,20,0,5,1
342,3.0,1.0,9.0,7.0,5.0,6.0,3.0,1.0,19.0,16.0,7.0,13.0,1.0,1.0,2.11111111111,2.28571428571,1.4,2.16666666667,13.0,12.0,9.0,15.0,10.0,12.0,17.0,15.0,9.0,15.0,10.0,16.0,34.0,34.0,45.0,35.0,31.0,39.0,34.0,35.0,56.0,44.0,33.0,46.0,44.0,45.0,45.0,43.0,36.0,45.0,48.0,49.0,46.0,43.0,36.0,49.0,1.09090909091,1.08888888889,1.02222222222,1.0,1.0,1.08888888889,51.0,50.0,65.0,59.0,43.0,62.0,1.08510638298,1.08695652174,1.2037037037,1.18,1.0487804878,1.21568627451,47.0,46.0,54.0,50.0,41.0,51.0,32.0,330.0,82.0,71.0,1.15492957746,59.0,271.0,31.0,258.0,1.90322580645,1.0503875969,289.0,1.14186851211,22,20,20,5,1
343,1.0,9.0,7.0,5.0,6.0,14.0,1.0,19.0,16.0,7.0,13.0,33.0,1.0,2.11111111111,2.28571428571,1.4,2.16666666667,2.35714285714,12.0,9.0,15.0,10.0,12.0,9.0,15.0,9.0,15.0,10.0,16.0,9.0,34.0,45.0,35.0,31.0,39.0,42.0,35.0,56.0,44.0,33.0,46.0,61.0,45.0,45.0,43.0,36.0,45.0,37.0,49.0,46.0,43.0,36.0,49.0,37.0,1.08888888889,1.02222222222,1.0,1.0,1.08888888889,1.0,50.0,65.0,59.0,43.0,62.0,70.0,1.08695652174,1.2037037037,1.18,1.0487804878,1.21568627451,1.37254901961,46.0,54.0,50.0,41.0,51.0,51.0,30.0,349.0,74.0,67.0,1.10447761194,89.0,260.0,42.0,251.0,2.11904761905,1.03585657371,293.0,1.19112627986,22,20,40,5,1
344,9.0,7.0,5.0,6.0,14.0,4.0,19.0,16.0,7.0,13.0,33.0,6.0,2.11111111111,2.28571428571,1.4,2.16666666667,2.35714285714,1.5,9.0,15.0,10.0,12.0,9.0,10.0,9.0,15.0,10.0,16.0,9.0,10.0,45.0,35.0,31.0,39.0,42.0,22.0,56.0,44.0,33.0,46.0,61.0,24.0,45.0,43.0,36.0,45.0,37.0,28.0,46.0,43.0,36.0,49.0,37.0,28.0,1.02222222222,1.0,1.0,1.08888888889,1.0,1.0,65.0,59.0,43.0,62.0,70.0,34.0,1.2037037037,1.18,1.0487804878,1.21568627451,1.37254901961,1.0625,54.0,50.0,41.0,51.0,51.0,32.0,31.0,333.0,69.0,65.0,1.06153846154,94.0,239.0,45.0,234.0,2.08888888889,1.02136752137,279.0,1.1935483871,22,21,0,5,1
345,7.0,5.0,6.0,14.0,4.0,7.0,16.0,7.0,13.0,33.0,6.0,14.0,2.28571428571,1.4,2.16666666667,2.35714285714,1.5,2.0,15.0,10.0,12.0,9.0,10.0,7.0,15.0,10.0,16.0,9.0,10.0,10.0,35.0,31.0,39.0,42.0,22.0,23.0,44.0,33.0,46.0,61.0,24.0,30.0,43.0,36.0,45.0,37.0,28.0,23.0,43.0,36.0,49.0,37.0,28.0,26.0,1.0,1.0,1.08888888889,1.0,1.0,1.13043478261,59.0,43.0,62.0,70.0,34.0,40.0,1.18,1.0487804878,1.21568627451,1.37254901961,1.0625,1.33333333333,50.0,41.0,51.0,51.0,32.0,30.0,29.0,308.0,70.0,63.0,1.11111111111,89.0,219.0,43.0,212.0,2.06976744186,1.03301886792,255.0,1.20784313725,22,21,20,5,1
346,5.0,6.0,14.0,4.0,7.0,3.0,7.0,13.0,33.0,6.0,14.0,5.0,1.4,2.16666666667,2.35714285714,1.5,2.0,1.66666666667,10.0,12.0,9.0,10.0,7.0,10.0,10.0,16.0,9.0,10.0,10.0,10.0,31.0,39.0,42.0,22.0,23.0,21.0,33.0,46.0,61.0,24.0,30.0,26.0,36.0,45.0,37.0,28.0,23.0,28.0,36.0,49.0,37.0,28.0,26.0,31.0,1.0,1.08888888889,1.0,1.0,1.13043478261,1.10714285714,43.0,62.0,70.0,34.0,40.0,36.0,1.0487804878,1.21568627451,1.37254901961,1.0625,1.33333333333,1.16129032258,41.0,51.0,51.0,32.0,30.0,31.0,31.0,285.0,65.0,58.0,1.12068965517,78.0,207.0,39.0,197.0,2.0,1.05076142132,236.0,1.20762711864,22,21,40,5,1
347,6.0,14.0,4.0,7.0,3.0,3.0,13.0,33.0,6.0,14.0,5.0,8.0,2.16666666667,2.35714285714,1.5,2.0,1.66666666667,2.66666666667,12.0,9.0,10.0,7.0,10.0,8.0,16.0,9.0,10.0,10.0,10.0,8.0,39.0,42.0,22.0,23.0,21.0,21.0,46.0,61.0,24.0,30.0,26.0,26.0,45.0,37.0,28.0,23.0,28.0,26.0,49.0,37.0,28.0,26.0,31.0,26.0,1.08888888889,1.0,1.0,1.13043478261,1.10714285714,1.0,62.0,70.0,34.0,40.0,36.0,34.0,1.21568627451,1.37254901961,1.0625,1.33333333333,1.16129032258,1.1724137931,51.0,51.0,32.0,30.0,31.0,29.0,17.0,276.0,63.0,56.0,1.125,79.0,197.0,37.0,187.0,2.13513513514,1.05347593583,224.0,1.23214285714,22,22,0,5,1
348,14.0,4.0,7.0,3.0,3.0,5.0,33.0,6.0,14.0,5.0,8.0,15.0,2.35714285714,1.5,2.0,1.66666666667,2.66666666667,3.0,9.0,10.0,7.0,10.0,8.0,6.0,9.0,10.0,10.0,10.0,8.0,6.0,42.0,22.0,23.0,21.0,21.0,25.0,61.0,24.0,30.0,26.0,26.0,39.0,37.0,28.0,23.0,28.0,26.0,26.0,37.0,28.0,26.0,31.0,26.0,30.0,1.0,1.0,1.13043478261,1.10714285714,1.0,1.15384615385,70.0,34.0,40.0,36.0,34.0,45.0,1.37254901961,1.0625,1.33333333333,1.16129032258,1.1724137931,1.45161290323,51.0,32.0,30.0,31.0,29.0,31.0,29.0,259.0,53.0,50.0,1.06,81.0,178.0,36.0,168.0,2.25,1.05952380952,204.0,1.26960784314,22,22,20,5,1
349,4.0,7.0,3.0,3.0,5.0,5.0,6.0,14.0,5.0,8.0,15.0,9.0,1.5,2.0,1.66666666667,2.66666666667,3.0,1.8,10.0,7.0,10.0,8.0,6.0,1.0,10.0,10.0,10.0,8.0,6.0,1.0,22.0,23.0,21.0,21.0,25.0,16.0,24.0,30.0,26.0,26.0,39.0,21.0,28.0,23.0,28.0,26.0,26.0,12.0,28.0,26.0,31.0,26.0,30.0,13.0,1.0,1.13043478261,1.10714285714,1.0,1.15384615385,1.08333333333,34.0,40.0,36.0,34.0,45.0,22.0,1.0625,1.33333333333,1.16129032258,1.1724137931,1.45161290323,1.29411764706,32.0,30.0,31.0,29.0,31.0,17.0,14.0,211.0,45.0,42.0,1.07142857143,57.0,154.0,27.0,143.0,2.11111111111,1.07692307692,170.0,1.24117647059,22,22,40,5,1
